name,response
Windows Rapid Authentication On Multiple Hosts,"SEARCH Windows Security Event Log records for authentication events | FILTER where event_id equals 4624 | FILTER where logon_type equals 3 (network logon) | FILTER where target_username is not ""ANONYMOUS LOGON"" | FILTER where target_username does not end with ""$"" | DERIVE time_bucket by truncating event_time into 5-minute intervals | GROUP BY time_bucket, IpAddress, TargetUserName, action, app, authentication_method, signature, signature_id AGGREGATE unique_targets = count_distinct(Computer), host_targets = list_distinct(Computer), dest = list_distinct(dest), src = list_distinct(src), user"
Windows Excessive Usage Of Net App,"SEARCH process execution events from endpoint telemetry within the desired time range |
FILTER where:
- process name equals ""net.exe"" OR original file name equals ""net.exe"" OR process path ends with ""\net.exe""
- event/action denotes a process start/creation (if such a field exists) |
DERIVE time_window = floor(timestamp to 1-minute intervals) |
GROUP by host/system, user, process name, parent process name, original file name, time_window |
COMPUTE
- exec_count = count of events in the group
- firstTime = minimum timestamp in the group
- lastTime = maximum timestamp in the group
- action_list = unique list of event/actions
- parent_process_list = unique list of parent process full names
- parent_process_exec_list = unique list of parent process executable paths
- parent_process_guid_list = unique list of parent process GUIDs
- parent_process_id_list = unique list of parent process IDs
- parent_process_path_list = unique list of parent process paths
- process_list = unique list of process full names
- process_exec_list = unique list of process executable paths
- process_guid_list = unique list of process GUIDs
- process_hash_list = unique list of process hashes
- process_id_list = unique list of process IDs
- process_integrity_level_list = unique list of process integrity levels
- process_path_list = unique list of process paths
- user_id_list = unique list of user IDs
- vendor_product_list = unique list of vendor/product identifiers |
FILTER groups where exec_count >= 10 |
DERIVE firstTime_readable and lastTime_readable from firstTime and lastTime |
FILTER out groups matching organization allowlists for known, legitimate high-frequency use of net.exe (e.g., sanctioned admin scripts, maintenance jobs) |
OUTPUT host/system, user, process name, parent process name, original file name, time_window, exec_count, firstTime, lastTime, firstTime_readable, lastTime_readable, and all computed lists of unique values"
Windows AD DCShadow Privileges ACL Addition,
ConnectWise ScreenConnect Path Traversal Windows SACL,"SEARCH Windows Security Audit Log events with event_id = 4663
| FILTER events where ProcessName path ends with ""ScreenConnect.Service.exe"" (case-insensitive match)
| FILTER events where file_path contains ""\ScreenConnect\App_Extensions\"" (case-insensitive match)
| FILTER events where file_name ends with "".aspx"" OR "".ashx"" (case-insensitive match)
| GROUP records by ObjectName, ObjectType, ProcessName, AccessMask, process_id,"
Windows IIS Components Add New Module,"SEARCH process creation events from Sysmon Event ID 1, Windows Security 4688, and EDR process telemetry
| PARSE fields: timestamp, host, vendor_product, action, user, user_id, process_name, process_path, process_exec, process_id, process_guid, process_hash, process_integrity_level, command_line, original_file_name, parent_process_name, parent_process_id, parent_process_guid, parent_process_path, parent_process_exec, parent_process
| FILTER"
Suspicious microsoft workflow compiler rename,
Detect Mimikatz With PowerShell Script Block Logging,"SEARCH PowerShell Script Block Logging telemetry (script block execution events)
| FILTER events where the event identifier equals 4104
| FILTER events where the script block text contains (case-insensitive substring match) any of: ""mimikatz"", ""-dumpcr"", ""sekurlsa::pth"", ""kerberos::ptt"", ""kerberos::golden""
| FILL missing values with empty strings for fields: dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| GROUP events BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE count = number of events per group, firstTime = earliest event timestamp in group, lastTime = latest event timestamp in group
| DERIVE firstTime_readable = human-readable representation of firstTime, lastTime_readable = human-readable representation of lastTime
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime, firstTime_readable, lastTime_readable
| APPLY environment-specific suppression filters to exclude known benign or test activity (if defined)"
Execution of File with Multiple Extensions,
Windows Modify Registry With MD5 Reg Key Name,
Rundll32 Control RunDLL Hunt,"SEARCH endpoint process execution events from sources such as Sysmon ProcessCreate, Windows Security 4688, and EDR process logs within the desired time range
| FILTER events where the action indicates a process start/creation
| FILTER events where the process corresponds to rundll32 (case-insensitive), such as:
  - process_name equals ""rundll32.exe"" OR
  - original_file_name equals ""RUNDLL32.EXE"" OR
  - process_path ends with ""\rundll32.exe""
| FILTER events where process_command_line contains the substring ""Control_RunDLL"" (case-insensitive)
| GROUP BY the following attributes to form distinct executions:
  - action
  - host
  - vendor_product
  - user
  - user_id
  - process_name
  - process_path
  - process_executable
  - process_id
  - process_guid
  - process_hash
  - process_integrity_level
  - process_command_line
  - original_file_name
  - parent_process_name
  - parent_process_path
  - parent_process_executable
  - parent_process_id
  - parent_process_guid
  - parent_process_command_line
| COMPUTE for each group:
  - event_count = number of events
  - first_seen_time = minimum event_time
  - last_seen_time = maximum event_time
|"
Windows Masquerading Explorer As Child Process,"SEARCH process creation events from endpoint and operating system telemetry (e.g., Sysmon EID 1, Windows Security 4688, EDR process events), ensuring fields include event_time, host, user, process_name, process_path, process_id, process_guid, process_hash, original_file_name, process_integrity_level, command_line, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_command_line
| FILTER events where parent_process_name is one of {""cmd.exe"",""powershell.exe"",""regsvr32.exe""}
| FILTER events where process_name equals ""explorer.exe""
| FILTER events where process_path contains ""\explorer.exe"" (to ensure the executed image is the Windows Explorer binary)
| APPLY environment-specific allowlist to remove known benign parent-child combinations or automation paths if available
| AGGREGATE count of events as event_count, minimum(event_time) as first_seen, maximum(event_time) as last_seen by host, user, process_name, process_path, process_id, process_guid, process_hash, original_file_name, process_integrity_level, command_line, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_command_line
| DERIVE human_readable_first_seen from first_seen and human_readable_last_seen from last_seen
| OUTPUT event_count, first_seen, human_readable_first_seen, last_seen, human_readable_last_seen, host, user, process_name, process_path, process_id, process_guid, process_hash, original_file_name, process_integrity_level, command_line, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_command_line"
Windows System Time Discovery W32tm Delay,"SEARCH process-creation telemetry from: Sysmon Event ID 1, Windows Security Event ID 4688, and EDR process events (e.g., CrowdStrike ProcessRollup2) within the desired time range
| PARSE each event to extract: timestamp, host, user, user_id, process_name, command_line, process_id, process_guid, process_path, original_file_name, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_executable, vendor_product, action/result
| FILTER events where process_name equals ""w32tm.exe"" (case-insensitive)
| FILTER events where command_line contains ""/stripchart"" (case-insensitive)
| FILTER events where command_line contains ""/computer:localhost"" (case-insensitive)
| FILTER events where command_line contains ""/dataonly"" (case-insensitive)
| FILTER events where command_line contains a token starting with ""/period:"" followed by a value (e.g., matches ""/period:\S+"")
| FILTER events where command_line contains a token starting with ""/samples:"" followed by a value (e.g., matches ""/samples:\S+"")
| GROUP events by: action/result, host, original_file_name, parent_process_name, parent_process_path, parent_process_executable, parent_process_id, parent_process_guid, process_name, process_path, process_id, process_guid, process_hash, process_integrity_level, user, user_id, vendor_product
| AGGREGATE"
Windows Cmdline Tool Execution From Non-Shell Process,
Windows AD GPO Disabled,
Windows Disable Change Password Through Registry,"SEARCH endpoint telemetry for registry value modification events
| PARSE fields: timestamp, host, action, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| FILTER registry_path contains ""\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\DisableChangePassword""
| FILTER registry_value_data equals ""0x00000001""
| FILTER registry_value_data is not null
| GROUP records BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| AGGREGATE count = number of records, firstTime = earliest timestamp, lastTime = latest timestamp per group
| DERIVE firstTime_readable and lastTime_readable from firstTime and lastTime
| APPLY FILTER to exclude known benign or allowlisted processes, users, or hosts based on environment-specific criteria
| OUTPUT action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, count, firstTime_readable, lastTime_readable"
Windows Powershell History File Deletion,"SEARCH PowerShell Script Block Logging events with event_code == 4104 |
FILTER events where ScriptBlockText contains ""Remove-Item"" AND ScriptBlockText contains "".HistorySavePath"" |
FILL missing values in fields [dest, signature, signature_id, user_id, vendor_product, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with a placeholder value |
GROUP events BY dest, signature, signature_id, user_id, vendor_product, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText |
COMPUTE event_count = number of events in group, firstTime = earliest event timestamp in group, lastTime = latest event timestamp in group |
DERIVE firstTime_readable and lastTime_readable as human-readable representations of firstTime and lastTime |
APPLY environment-specific allowlist/suppression rules to remove known benign patterns (if defined) |
OUTPUT dest, signature, signature_id, user_id, vendor_product, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, event_count, first"
Spike in File Writes,
Windows WPDBusEnum Registry Key Modification,
Windows Impair Defenses Disable HVCI,
Windows PowerShell IIS Components WebGlobalModule Usage,"SEARCH PowerShell Script Block Logging telemetry
| FILTER events where EventCode or EventID equals 4104
| FILTER events where ScriptBlockText contains any of [""New-WebGlobalModule"", ""Enable-WebGlobalModule"", ""Set-WebGlobalModule""]
| PARSE fields: timestamp, dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| FILL_MISSING dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText with empty string
| GROUP BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE count = number of events, firstTime = earliest timestamp, lastTime = latest timestamp
| DERIVE firstTime_readable = convert firstTime to human-readable time, lastTime_readable = convert lastTime to human-readable time
| APPLY environment-specific suppression or allowlist filters if available
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Detect Prohibited Applications Spawning cmd exe,"SEARCH endpoint process creation events from EDR and OS logs within the desired time window

| PARSE each event to extract:
  - timestamp
  - device hostname
  - user and user identifier
  - action/type (ensure it denotes process start)
  - child process: name, path, command_line, id, guid, hash, integrity level, original file name, executable path
  - parent process: name, path, command_line (if available), id, guid, executable path
  - vendor/product identifier

| FILTER events to those representing a process start

| FILTER events where the child process is the Windows command interpreter by matching any of:
  - child process name equals ""cmd.exe""
  - child original file name equals ""Cmd.Exe""
  - child process path ends with ""\cmd.exe""
  - child command_line begins with or contains ""cmd.exe""

| FILTER events where the parent process name is in a maintained ProhibitedApplicationsList (applications that should not typically spawn the command interpreter)

| GROUP events by:
  - device hostname
  - user and user identifier
  - parent process name, path, id, guid
  - child process name, path, id, guid
  - child command_line
  - child hash
  - child integrity level
  - vendor/product
  - action/type

| COMPUTE for each group:
  - total"
Schtasks Run Task On Demand,
Windows PowerShell WMI Win32 ScheduledJob,"SEARCH PowerShell Script Block Logging events
| FILTER records where EventCode equals 4104
| FILTER records where ScriptBlockText contains the string ""win32_scheduledjob"" (case-insensitive substring match)
| FILL missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with a placeholder (e.g., ""unknown"") to stabilize grouping
| GROUP records BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE count of records per group, earliest event time as firstTime, latest event time as lastTime
| DERIVE firstTime_readable by converting firstTime to human-readable format
| DERIVE lastTime_readable by converting lastTime to human-readable format
| APPLY optional allowlist/false-positive suppression rules specific to benign Win32_ScheduledJob usage patterns if available
| OUTPUT fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime, firstTime_readable, lastTime_readable]"
Windows Firewall Rule Modification,"SEARCH Windows Security Audit logs for firewall rule modification events | FILTER events where event_code equals 4947 | PARSE fields needed for analysis: timestamp, RuleName, signature, subject, status, dest, ProcessID | GROUP records by RuleName, signature, subject, status, dest, ProcessID | COMPUTE event_count per group, firstTime as minimum timestamp per group, lastTime as maximum timestamp per group | FORMAT firstTime and lastTime as human-readable datetimes | APPLY optional suppression rules to exclude known benign modifications as defined by organizational policy | OUTPUT RuleName, signature, subject, status, dest, ProcessID, event_count, firstTime, lastTime"
User Discovery With Env Vars PowerShell,"SEARCH endpoint process execution events from host telemetry sources | PARSE fields: timestamp, host, action, process_name, process_path, command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, user, user_id, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_command_line, product | FILTER action equals process_start (if this field exists) | FILTER process_name equals ""powershell.exe"" | FILTER command_line contains ""$env:UserName"" OR command_line contains ""[System.Environment]::UserName"" | GROUP BY host, action, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_command_line, command_line, process_name, process_path, process_id, process_guid, process_hash, process_integrity_level, user, user_id, product | AGGREGATE count as event_count, min(timestamp) as first_seen, max(timestamp) as last_seen | FORMAT first_seen, last_seen as human-readable timestamps | APPLY allowlist to exclude known benign combinations (for example, specific hosts, users, parent processes, or command-line patterns) | OUTPUT event_count, first_seen, last_seen, and all grouped context fields"
Windows File Download Via CertUtil,
Windows Credential Access From Browser Password Store,
